price_per_sqm,down_payment_pct,subcity,district,sqm,lon,lat,amenities_within_0.5km,amenities_within_1.0km,amenities_within_2.0km,amenities_within_3.0km,amenities_within_4.0km,amenities_within_5.0km,roads_within_0.5km,roads_within_1.0km,roads_within_2.0km,roads_within_3.0km,roads_within_4.0km,roads_within_5.0km,dist_to_meskel_km,dist_to_bole_km,neighborhood_cluster,amenity_diversity_2km
54289.0,100.0,Kolfe Keranyo,8.0,150.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0,6.963426615418553,12.909342830216126,3,15
52150.0,100.0,Kolfe Keranyo,8.0,150.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0,6.963426615418553,12.909342830216126,3,15
91500.0,67.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0,6.963426615418553,12.909342830216126,3,15
52150.0,100.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0,6.963426615418553,12.909342830216126,3,15
50000.0,100.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0,6.963426615418553,12.909342830216126,3,15
32105.0,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0,6.993307106017576,13.411908044571168,3,15
23770.0,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0,6.993307106017576,13.411908044571168,3,15
13011.99,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0,6.993307106017576,13.411908044571168,3,15
34550.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
25500.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
21500.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
37555.0,100.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
45114.0,40.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
26150.0,100.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
47175.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
35110.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
35100.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
55050.0,100.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
54000.0,80.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
40500.0,70.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0,8.188478319214049,12.876030784633555,3,24
52700.0,100.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
35130.0,100.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
56612.0,40.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
81000.0,70.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
59741.0,100.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
52700.0,100.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0,6.429452086460782,10.82203097494198,12,28
63200.0,100.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
73898.0,68.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
58000.0,100.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
85821.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
72999.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
68000.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0,7.752207159766048,13.117666611593126,3,20
75019.0,100.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
83820.0,66.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
85000.0,55.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
50000.0,70.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0,3.743842814756171,8.81824154416102,13,36
10950.0,100.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0,3.743842814756171,8.81824154416102,13,36
14123.25,70.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0,3.743842814756171,8.81824154416102,13,36
65600.0,100.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
76923.07,40.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
36389.0,100.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
43000.0,60.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
31160.0,100.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
30105.91,100.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0,5.718299245570437,12.094214865615722,6,28
60000.0,70.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
65010.0,50.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
36900.0,100.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0,5.9039090321500725,12.008239156826676,6,23
111000.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0,2.0424529651821546,8.20505349040465,14,38
105560.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0,2.0424529651821546,8.20505349040465,14,38
96700.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0,2.0424529651821546,8.20505349040465,14,38
60000.0,70.0,Yeka,10.0,518.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0,8.259820379531071,8.980864821038413,8,2
36210.0,100.0,Yeka,10.0,519.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0,8.259820379531071,8.980864821038413,8,2
60231.66,40.0,Yeka,10.0,520.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0,8.259820379531071,8.980864821038413,8,2
101527.0,52.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
72022.0,42.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
70000.0,40.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
110003.0,70.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0,4.283337231277954,4.550924360695854,5,40
78110.0,100.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0,4.283337231277954,4.550924360695854,5,40
76000.0,100.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0,4.283337231277954,4.550924360695854,5,40
71000.0,40.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
55000.0,56.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
61500.0,40.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0,5.34796401718226,5.988828661880962,5,28
66720.0,100.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0,7.41514140723133,5.6966949075095865,5,32
65512.0,100.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0,7.41514140723133,5.6966949075095865,5,32
60500.0,40.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0,7.41514140723133,5.6966949075095865,5,32
215000.0,40.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
166513.0,70.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
110526.31,100.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
268000.0,51.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
271000.0,40.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
96513.0,100.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
167000.0,40.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
40201.0,100.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
82022.0,42.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0,2.3274245681538526,8.576511455641652,2,42
24225.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
23105.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
23555.55,63.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
80000.0,40.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
23333.33,61.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
22524.0,60.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
31000.0,43.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
15889.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
25000.0,40.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0,16.390488571348776,10.403139734210335,11,14
69379.2,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
51500.0,60.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
24000.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
26010.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
25551.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
32127.27,50.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
50250.0,40.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
22493.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
23000.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
43321.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47800.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
48100.0,70.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
37159.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
33340.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
36100.0,60.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47777.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
34800.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
32989.99,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
35010.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
31275.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
37900.0,56.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
51000.5,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
61777.0,70.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47777.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47777.0,83.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
37888.0,100.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
19000.0,90.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47800.0,81.0,Akaki Kality,4.0,112.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
50000.0,50.0,Akaki Kality,4.0,112.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
46127.0,41.0,Akaki Kality,4.0,112.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
45000.0,100.0,Akaki Kality,4.0,141.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
57127.0,57.0,Akaki Kality,4.0,141.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
39101.0,85.0,Akaki Kality,4.0,141.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
55000.0,74.0,Akaki Kality,4.0,126.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
47777.0,83.0,Akaki Kality,4.0,126.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
57000.0,57.0,Akaki Kality,4.0,126.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
32300.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
31927.99,51.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
28255.0,50.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
41001.0,95.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
33750.0,50.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
15225.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
35555.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
32500.0,85.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
25105.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
44100.0,75.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
35000.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
34000.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
45555.55,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
28666.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
24514.5,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
41157.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
40150.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0,15.721658669483254,12.12544200092115,7,15
