price_per_sqm,down_payment_pct,subcity,district,sqm,lon,lat,amenities_within_0.5km,amenities_within_1.0km,amenities_within_2.0km,amenities_within_3.0km,amenities_within_4.0km,amenities_within_5.0km,roads_within_0.5km,roads_within_1.0km,roads_within_2.0km,roads_within_3.0km,roads_within_4.0km,roads_within_5.0km
37289.3,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41027.0,80.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41101.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
61002.4,40.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
51019.0,60.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
50000.0,80.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
39520.3,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
64000.0,65.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
35800.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
31555.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41101.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41050.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
38800.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
38000.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
32618.21,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
36000.0,71.2,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
50320.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
68444.0,40.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
33200.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
44000.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
39230.5,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
50050.0,60.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
51000.0,51.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
30120.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
26500.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
84000.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41101.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
63150.0,48.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
36050.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
32000.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
27100.0,100.0,Nefas - Silk Lafto,1.0,250.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
41888.0,46.0,Nefas - Silk Lafto,1.0,240.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
37100.0,40.0,Nefas - Silk Lafto,1.0,240.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
31000.0,50.0,Nefas - Silk Lafto,1.0,240.0,38.71525280229387,8.937081370336346,0,1,41,132,204,284,72.0,474.0,1590.0,3313.0,5755.0,8450.0
73199.0,100.0,Kolfe Keranyo,7.0,96.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
121121.21,40.0,Kolfe Keranyo,7.0,96.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
70110.0,100.0,Kolfe Keranyo,7.0,96.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
81099.0,100.0,Kolfe Keranyo,4.0,206.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
66500.0,100.0,Kolfe Keranyo,4.0,206.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
56266.0,100.0,Kolfe Keranyo,4.0,206.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
72215.0,100.0,Kolfe Keranyo,4.0,199.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
65636.6,100.0,Kolfe Keranyo,4.0,199.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
63000.0,100.0,Kolfe Keranyo,4.0,199.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
66501.0,100.0,Kolfe Keranyo,7.0,106.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
58374.52,100.0,Kolfe Keranyo,7.0,106.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
67500.0,75.5,Kolfe Keranyo,7.0,106.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
76100.0,100.0,Kolfe Keranyo,7.0,184.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
73700.0,100.0,Kolfe Keranyo,7.0,184.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
65155.0,100.0,Kolfe Keranyo,7.0,184.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
74520.0,100.0,Kolfe Keranyo,7.0,130.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
72999.0,100.0,Kolfe Keranyo,7.0,130.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
70150.0,100.0,Kolfe Keranyo,7.0,130.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
61000.0,100.0,Kolfe Keranyo,8.0,200.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
59990.0,100.0,Kolfe Keranyo,8.0,200.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
60500.0,90.0,Kolfe Keranyo,8.0,200.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
79000.0,80.0,Kolfe Keranyo,8.0,150.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
54289.0,100.0,Kolfe Keranyo,8.0,150.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
52150.0,100.0,Kolfe Keranyo,8.0,150.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
91500.0,67.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
52150.0,100.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
50000.0,100.0,Kolfe Keranyo,8.0,151.0,38.68911980443161,9.02104573484426,0,1,34,92,193,365,148.0,455.0,2403.0,4830.0,7668.0,11469.0
32105.0,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0
23770.0,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0
13011.99,100.0,Kolfe Keranyo,11.0,338.0,38.69151415483088,9.03730402006131,1,5,22,67,199,365,175.0,594.0,1835.0,4269.0,7526.0,11036.0
34550.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
25500.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
21500.0,100.0,Kolfe Keranyo,4.0,165.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
37555.0,100.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
45114.0,40.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
26150.0,100.0,Kolfe Keranyo,4.0,172.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
47175.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
35110.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
35100.0,100.0,Kolfe Keranyo,4.0,176.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
55050.0,100.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
54000.0,80.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
40500.0,70.0,Kolfe Keranyo,4.0,173.0,38.6827559088353,8.993163079818315,3,11,69,81,145,300,200.0,709.0,2850.0,5041.0,7329.0,10181.0
52700.0,100.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
35130.0,100.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
56612.0,40.0,Kolfe Keranyo,5.0,152.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
81000.0,70.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
59741.0,100.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
52700.0,100.0,Kolfe Keranyo,5.0,155.0,38.70133998874034,8.99109133083579,0,20,69,157,325,630,137.0,567.0,2418.0,4865.0,8440.0,12430.0
63200.0,100.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
73898.0,68.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
58000.0,100.0,Kolfe Keranyo,7.0,206.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
85821.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
72999.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
68000.0,100.0,Kolfe Keranyo,7.0,134.0,38.682952902214105,9.007266440069444,5,20,41,73,143,268,301.0,980.0,2790.0,4678.0,7413.0,10417.0
75019.0,100.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
83820.0,66.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
85000.0,55.0,Gulele,7.0,174.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
50000.0,70.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0
10950.0,100.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0
14123.25,70.0,Gulele,2.0,254.0,38.76287138736336,9.051273373732766,16,39,192,437,734,1138,141.0,435.0,2004.0,4009.0,6389.0,8913.0
65600.0,100.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
76923.07,40.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
36389.0,100.0,Gulele,8.0,195.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
43000.0,60.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
31160.0,100.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
30105.91,100.0,Gulele,8.0,257.0,38.73134628238545,9.066191460917656,7,21,70,160,463,635,297.0,771.0,1863.0,3347.0,5551.0,8068.0
60000.0,70.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
65010.0,50.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
36900.0,100.0,Gulele,7.0,131.0,38.73876325393147,9.070532817420135,2,9,41,162,313,615,181.0,563.0,1646.0,3095.0,4875.0,7364.0
111000.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0
105560.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0
96700.0,100.0,Lideta,4.0,127.0,38.73408832926543,9.016605708939036,28,70,354,710,1128,1443,202.0,697.0,2266.0,4654.0,8197.0,13163.0
60000.0,70.0,Yeka,10.0,518.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0
36210.0,100.0,Yeka,10.0,519.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0
60231.66,40.0,Yeka,10.0,520.0,38.81551144932411,9.05976397126058,0,0,2,12,79,355,47.0,101.0,427.0,1076.0,2480.0,4902.0
101527.0,52.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
72022.0,42.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
70000.0,40.0,Yeka,5.0,1509.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
110003.0,70.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0
78110.0,100.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0
76000.0,100.0,Yeka,8.0,730.0,38.79147005819739,9.020790152983842,34,126,321,754,1165,1598,185.0,623.0,1949.0,3836.0,6627.0,10133.0
71000.0,40.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
55000.0,56.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
61500.0,40.0,Yeka,5.0,2862.0,38.79868382957799,9.03445539174537,0,6,134,335,765,1243,44.0,170.0,1126.0,3240.0,5774.0,8898.0
66720.0,100.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0
65512.0,100.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0
60500.0,40.0,Yeka,9.0,1020.0,38.81945709608729,9.027805099951848,3,27,95,262,563,888,94.0,396.0,1544.0,3493.0,6175.0,9091.0
215000.0,40.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
166513.0,70.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
110526.31,100.0,Arada,5.0,1235.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
268000.0,51.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
271000.0,40.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
96513.0,100.0,Arada,5.0,1157.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
167000.0,40.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
40201.0,100.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
82022.0,42.0,Arada,5.0,4798.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
24225.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
23105.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
23555.55,63.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
80000.0,40.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
23333.33,61.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
22524.0,60.0,Akaki Kality,9.0,866.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
31000.0,43.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
15889.0,100.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
25000.0,40.0,Akaki Kality,9.0,868.0,38.82570107346104,8.890751016621174,0,0,16,25,32,50,47.0,145.0,661.0,1572.0,2332.0,3051.0
69379.2,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
51500.0,60.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
24000.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
26010.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
25551.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
32127.27,50.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
50250.0,40.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
22493.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
23000.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
43321.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
47800.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
48100.0,70.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
37159.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
33340.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
36100.0,60.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
47777.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
34800.0,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
32989.99,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
35010.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
31275.0,100.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
37900.0,56.0,Akaki Kality,4.0,135.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
51000.5,100.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
61777.0,70.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
47777.0,81.0,Akaki Kality,4.0,125.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
47777.0,83.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
37888.0,100.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
19000.0,90.0,Akaki Kality,4.0,122.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
47800.0,81.0,Akaki Kality,4.0,112.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
50000.0,50.0,Akaki Kality,4.0,112.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
