price_per_sqm,down_payment_pct,subcity,district,sqm
48205.0,100.0,Kirkos,08,963.0
31321.0,100.0,Kirkos,08,963.0
42177.0,56.0,Kirkos,08,963.0
94200.0,100.0,Kirkos,08,1094.0
77110.0,100.0,Kirkos,08,1094.0
101355.0,50.0,Kirkos,08,1094.0
86700.0,100.0,Kirkos,08,1274.0
58500.0,100.0,Kirkos,08,1274.0
65200.0,70.0,Kirkos,08,1274.0
102150.0,93.0,Kirkos,08,780.0
78100.0,100.0,Kirkos,08,780.0
53513.0,100.0,Kirkos,08,780.0
92455.0,55.0,Kirkos,08,649.0
62428.62,100.0,Kirkos,08,649.0
51300.0,100.0,Kirkos,08,649.0
218000.0,40.0,Kirkos,08,615.0
120899.0,100.0,Kirkos,08,615.0
110100.0,100.0,Kirkos,08,615.0
265000.0,45.0,Kirkos,08,609.0
115021.29,100.0,Kirkos,08,609.0
102024.0,100.0,Kirkos,08,609.0
67250.0,100.0,Kirkos,08,1487.0
87000.0,40.0,Kirkos,08,1487.0
50354.0,100.0,Kirkos,08,1487.0
30150.0,100.0,Kolfe Keranyo,05,299.0
33855.0,70.0,Kolfe Keranyo,05,299.0
33444.8,70.0,Kolfe Keranyo,05,299.0
37123.0,100.0,Kolfe Keranyo,05,539.0
41050.0,70.0,Kolfe Keranyo,05,539.0
30500.0,100.0,Kolfe Keranyo,05,539.0
31652.0,100.0,Kolfe Keranyo,05,579.0
26116.0,100.0,Kolfe Keranyo,05,579.0
25000.0,100.0,Kolfe Keranyo,05,579.0
83799.0,100.0,Kolfe Keranyo,06,180.0
75100.0,100.0,Kolfe Keranyo,06,180.0
72255.05,100.0,Kolfe Keranyo,06,180.0
72271.0,100.0,Kolfe Keranyo,06,155.0
71112.0,100.0,Kolfe Keranyo,06,155.0
67100.0,100.0,Kolfe Keranyo,06,155.0
47832.23,100.0,Kolfe Keranyo,06,314.0
45100.0,100.0,Kolfe Keranyo,06,314.0
62000.0,55.0,Kolfe Keranyo,06,314.0
11800.0,100.0,Kolfe Keranyo,03,379.0
16000.0,50.0,Kolfe Keranyo,03,379.0
15850.0,50.0,Kolfe Keranyo,03,379.0
34550.0,50.0,Kolfe Keranyo,03,169.0
20500.0,100.0,Kolfe Keranyo,03,169.0
31000.0,45.0,Kolfe Keranyo,03,169.0
35005.99,100.0,Kolfe Keranyo,03,372.0
32795.0,100.0,Kolfe Keranyo,03,372.0
29100.0,100.0,Kolfe Keranyo,03,372.0
53150.0,100.0,Kolfe Keranyo,03,123.0
41285.4,100.0,Kolfe Keranyo,03,123.0
33333.43,100.0,Kolfe Keranyo,03,123.0
72155.0,100.0,Kolfe Keranyo,07,161.0
70100.0,100.0,Kolfe Keranyo,07,161.0
70050.0,100.0,Kolfe Keranyo,07,161.0
69111.0,100.0,Kolfe Keranyo,07,162.0
65100.0,100.0,Kolfe Keranyo,07,162.0
56076.0,100.0,Kolfe Keranyo,07,162.0
36667.0,100.0,Kolfe Keranyo,05,411.0
35925.99,100.0,Kolfe Keranyo,05,411.0
32112.5,100.0,Kolfe Keranyo,05,411.0
51099.68,60.0,Kolfe Keranyo,05,371.0
33500.0,100.0,Kolfe Keranyo,05,371.0
32121.0,100.0,Kolfe Keranyo,05,371.0
35749.0,100.0,Kolfe Keranyo,05,493.0
32300.0,100.0,Kolfe Keranyo,05,493.0
36000.0,50.0,Kolfe Keranyo,05,493.0
35150.0,100.0,Kolfe Keranyo,11,239.0
33472.8,100.0,Kolfe Keranyo,11,239.0
27060.0,70.0,Kolfe Keranyo,11,239.0
35100.0,50.0,Kolfe Keranyo,02,363.0
15000.0,100.0,Kolfe Keranyo,02,363.0
25000.0,40.0,Kolfe Keranyo,02,363.0
73426.05,100.0,Kolfe Keranyo,05,117.0
70200.0,100.0,Kolfe Keranyo,05,117.0
58000.0,100.0,Kolfe Keranyo,05,117.0
68100.0,52.0,Kolfe Keranyo,05,183.0
42590.28,100.0,Kolfe Keranyo,05,183.0
40500.0,50.0,Kolfe Keranyo,05,183.0
60119.0,100.0,Kolfe Keranyo,07,106.0
50235.85,100.0,Kolfe Keranyo,07,106.0
50100.0,100.0,Kolfe Keranyo,07,106.0
110000.0,65.0,Gulele,09,119.0
71119.0,100.0,Gulele,09,119.0
71010.0,100.0,Gulele,09,119.0
54016.0,60.0,Gulele,08,149.0
33112.12,100.0,Gulele,08,149.0
25500.0,100.0,Gulele,08,149.0
71100.0,80.0,Gulele,08,81.0
75019.0,50.0,Gulele,08,81.0
